ID,Created,"UK or India
","Agent Tenure
","Interaction Date
","Interaction duration
","Interaction Type
","Interaction Reason
","DF Arrears (Months):
","Were there any vulnerability markers on the customers account?
","Q1-Did the advisor process Personal Data in accordance with the Data protection Act?
","Q1 - Failure Reasons
","Q2 - Did the advisor confirm the customer's or authorised 3rd party's contact telephone number, email, and up to date home address and update date the system accordingly if required? 
","Q2 - Failure Reasons
","Q3 - Did the advisor understand the customer's past financial situation including the reason they have failed or may fail to pay Three?
","Q3 - Failure Reasons
","Q4 -  Did the advisor understand the customer's present financial situation?
","Q4 - Failure Reasons
","Q5 - Did the advisor understand the customer's future financial situation?
","Q5 - Failure Reasons
","Q6 - Did the advisor correctly identify & explore new vulnerability needs?
","Q6 - Failure Reasons
","Q7 - Did the advisor correctly acknowledge & explore existing vulnerability needs?
","Q7 - Failure Reasons
","Q8 - Where applicable did the advisor address any new accessibility needs during their interaction?
","Q8 - Failure Reasons
","Q9 - Where applicable did the advisor address any existing accessibility needs during their interaction?
","Q9 - Failure Reasons
","Q10 - Did the advisor gain full explicit consent to note the customer's new vulnerability and/or accessibility need?
","Q10 - Failure Reasons
","Q11 - Did the advisor update the system to accurately reflect the customer's vulnerability and/or accessibility needs?
","Q11 - Failure Reasons
","Q12 - Did the advisor establish a suitable solution that supported the customer's needs taking into account their information from the conversation ?
","Q12 - Failure Reasons
","Q13 - Did the advisor read any mandatory statements/tell them in a manner that was easy for the customer to understand? 
","Q13 - Failure Reasons
","Q14 - Did we clearly advise the customer of any next steps required by them and did they explain potential consequeses for adherance/non adherance to any outcome?
","Q14 - Failure Reasons
","Q15 - Was the Income and Expenditure Tool completed correctly?
","Q15 - Failure Reasons
","Q16 - Has the advisor taken the correct system action
","Q16 - Failure Reasons
","Q17 - System updates - When payment has been taken on call/chat
","Q17 - Failure Reasons
","Q18 - Did the advisor leave adequate notes regarding the interaction?
","Q18 - Failure Reasons
","Q19-If an expression of dissatisfaction was evident, was it addressed by the agent , and correct process followed
","Q19 - Failure Reasons
","Q20-Was any new suspicious activity evident during the call/ interactions you’re scoring (i.e. not instances already identified/ flagged that pre-date the call/ interactions you’re scoring)? (non-scoring)
","Q20.1-If yes: did the advisor correctly identify the activity as suspicious?
","Q21-If applicable, did the advisor then follow the relevant process correctly and avoid “tipping off” the customer?
","Q22 - During the interaction did the advisor act within our expected conduct realms:
","Q22 - Failure Reasons
","1st Line QA Outcome
","Q23-CD Focus: Did the advisor and/or Three deal with the customer in an honest, fair, and open manner and by acting how our customers would reasonably expect us to?
","Q23-Fail Reasons
","Q24-CD Focus: Did the advisor and/or Three take all reasonable steps to prevent foreseeable or actual customer harm?
","Q24 - Failure Reasons
","Q25-CD Focus: Did the advisor and/or Three provide adequate levels of support, enabling customers to make timely and informed decisions in their best interests?
","Q25 - Failure Reasons
","Is remediation Required?
"
2984,2025-06-09T15:26:43Z,India,Gradbay,2025-06-06,18:08,Inbound,"[""Customer wants a PA (up to 6 months instalments)"",""General account query""]","[""May"",""February""]",No,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,N/A,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
2985,2025-06-09T15:28:45Z,India,Gradbay,2025-06-07,1:15:42,Webchat,"[""Customer wants to set a PTP""]","[""June""]",No,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
2986,2025-06-09T15:48:27Z,UK,Over 3 (BAU),2025-06-07,00:32:26,Inbound,"[""Customer is calling regarding correspondence they have received (e.g, received NOD)"",""Customer wants a PA (up to 6 months instalments)""]","[""February"",""March"",""April"",""May""]",No,Pass,,Pass,,Feedback/Coaching Needed,"[""Missed information in the account history that would have helped to understand the situation""]",Feedback/Coaching Needed,"[""Advisor failed to attempt to obtain - Source/Frequency of income""]",Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Fail - Regulatory/Customer Impacting,"[""Process not followed"",""PA - offered the wrong timescale option""]",Feedback/Coaching Needed,Read the wrong mandatory information,Feedback/Coaching Needed,"[""PA Dates not provided"",""General - Next steps not confirmed""]",N/A,,Pass,,N/A,,Feedback/Coaching Needed,Notes Inacurate,N/A,,N/A,,,Feedback/Coaching Needed,"[""Advisor did not allow the customer the opportunity to ask questions""]",Good Outcome with Failures,,,,,,,No
2987,2025-06-09T16:13:08Z,India,Gradbay,2025-06-09, 00:34:23,Inbound,"[""Customer wants to set a PTP""]","[""April"",""May""]",Yes,Pass,,Pass,,Feedback/Coaching Needed,"[""Missed information in the account history that would have helped to understand the situation""]",Pass,,Pass,,N/A,,Pass,,N/A,,N/A,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
2988,2025-06-09T16:24:35Z,India,Gradbay,2025-06-09,00:34:26,Inbound,"[""Customer wants to set a PTP""]","[""May""]",No,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
2989,2025-06-09T16:50:33Z,India,Gradbay,2025-06-05,44:00:58,Inbound,"[""Customer wants to set a PTP""]","[""October"",""February"",""April"",""May""]",No,Pass,,Fail - Regulatory/Customer Impacting,"[""System not updated""]",Feedback/Coaching Needed,"[""Missed information in the account history that would have helped to understand the situation""]",Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,Yes
2990,2025-06-09T16:54:22Z,India,Gradbay,2025-06-09,00:40:43,Inbound,"[""Customer wants to set a PTP""]","[""April"",""May""]",Yes,Pass,,Pass,,Pass,,Pass,,Feedback/Coaching Needed,Short Term not established,N/A,,Pass,,N/A,,N/A,,Pass,,Fail - Regulatory/Customer Impacting,"[""Incorrect system amends made""]",Pass,,Pass,,Feedback/Coaching Needed,"[""General - Next steps not confirmed""]",N/A,,Pass,,N/A,,Feedback/Coaching Needed,Notes Inacurate,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,Yes
2991,2025-06-09T17:08:19Z,India,Gradbay,2025-06-07, 36:50,Inbound,"[""Customer wants to set a PTP""]","[""May""]",No,Pass,,Pass,,Pass,,Pass,,Feedback/Coaching Needed,Potential impact was not established,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Incorrect information provided"",""General - Next steps not confirmed""]",N/A,,Pass,,Pass,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
2992,2025-06-09T17:29:01Z,India,Gradbay,2025-06-08, 00:50:45,Inbound,"[""Customer is calling to make a payment""]","[""May"",""June""]",Yes,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,Pass,,Pass,,N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
2993,2025-06-09T17:33:01Z,India,Gradbay,2025-06-09,01:18:26,Inbound,"[""Customer wants to set a PTP"",""Customer wants a PA (up to 6 months instalments)""]","[""February"",""March"",""May""]",Yes,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,Pass,,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,Mandatory info not read,Feedback/Coaching Needed,"[""General - Next steps not confirmed""]",N/A,,Pass,,N/A,,Pass,,Pass,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
2994,2025-06-09T17:45:01Z,India,Gradbay,2025-06-07,00:33:46,Inbound,"[""Customer is calling to make a payment""]","[""January"",""February"",""March"",""April"",""May""]",No,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Feedback/Coaching Needed,Mandatory info not read,Pass,,N/A,,Pass,,Pass,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
2995,2025-06-09T19:22:38Z,India,Gradbay,2025-06-09,00:54:06,Inbound,"[""Customer wants to set a PTP""]","[""May""]",Yes,Pass,,Pass,,Pass,,Pass,,Pass,,Feedback/Coaching Needed,"[""S - Signposting""]",Pass,,N/A,,N/A,,Feedback/Coaching Needed,"[""Incomplete mandatory information provided""]",Fail - Regulatory/Customer Impacting,"[""Required system amends not made"",""Incorrect system amends made""]",Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,Yes
2996,2025-06-10T07:59:24Z,UK,Over 3 (BAU),2025-06-09,00:21:05,Inbound,"[""Customer wants to set a PTP""]","[""May""]",No,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
2997,2025-06-10T08:46:50Z,India,Gradbay,2025-06-04,31:00:25,Inbound,"[""Customer wants to set a PTP""]","[""January"",""February"",""March"",""April""]",No,Pass,,Feedback/Coaching Needed,"[""System not updated""]",Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Fail - Regulatory/Customer Impacting,Mandatory info not read,Feedback/Coaching Needed,"[""Incorrect information provided""]",N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
2998,2025-06-10T09:39:05Z,India,Gradbay,2025-06-06,26:00:52,Inbound,"[""Customer wants to set a PTP""]","[""February"",""March"",""April"",""May""]",No,Pass,,Pass,,Pass,,Feedback/Coaching Needed,"[""Advisor failed to attempt to obtain - Source/Frequency of income""]",Feedback/Coaching Needed,Long Term not established,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Feedback/Coaching Needed,"[""General - Next steps not confirmed""]",N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
2999,2025-06-10T09:45:39Z,India,Gradbay,2025-06-09,00:44:57,Inbound,"[""Customer wants a PA (up to 6 months instalments)""]","[""February"",""March"",""May""]",Yes,Pass,,Pass,,Pass,,Pass,,Feedback/Coaching Needed,Short Term not established,Pass,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,Mandatory info not read,Fail - Regulatory/Customer Impacting,"[""General - Next steps not confirmed""]",N/A,,Pass,,N/A,,Feedback/Coaching Needed,Notes Incomplete,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3000,2025-06-10T09:58:54Z,India,Gradbay,2025-06-09,00:58:06,Inbound,"[""Customer wants to set a PTP""]","[""February"",""March"",""April"",""May""]",Yes,Pass,,Pass,,Feedback/Coaching Needed,"[""The root cause not fully established""]",Pass,,Feedback/Coaching Needed,Potential impact was not established,Pass,,N/A,,N/A,,N/A,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Process not followed"",""Wrong soultion provided""]",Feedback/Coaching Needed,Incomplete info advised,Fail - Regulatory/Customer Impacting,"[""General - Next steps not confirmed""]",N/A,,Pass,,N/A,,N/A,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3001,2025-06-10T10:05:16Z,India,Gradbay,2025-06-10,00:34:57/00:20:46,Inbound,"[""Customer wants to set a PTP"",""Customer wants a PA (up to 6 months instalments)""]","[""April"",""May""]",Yes,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Fail - Regulatory/Customer Impacting,Notes Incomplete,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3002,2025-06-10T10:48:23Z,India,Gradbay,2025-06-06,00:36:28,Inbound,"[""Customer wants to set a PTP""]","[""June""]",Yes,Pass,,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,Potential impact was not established,Pass,,Pass,,N/A,,N/A,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Wrong soultion provided""]",Pass,,Fail - Regulatory/Customer Impacting,"[""DD options""]",N/A,,Pass,,N/A,,Pass,,N/A,,Pass,,,Pass,,Poor Outcome - Advisor,,,,,,,Yes
3003,2025-06-10T10:54:52Z,India,Gradbay,2025-06-10,26:00:17,Inbound,"[""Customer wants to set a PTP""]","[""September""]",No,Pass,,Pass,,Feedback/Coaching Needed,"[""The root cause not fully established""]",Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3004,2025-06-10T10:58:52Z,India,Gradbay,2025-06-05,47:38,Inbound,"[""Customer wants to set a PTP""]","[""February"",""March"",""April"",""May""]",No,Pass,,Pass,,Pass,,Pass,,Feedback/Coaching Needed,Potential impact was not established,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Feedback/Coaching Needed,"[""Process not followed""]",Pass,,Pass,,N/A,,Pass,,N/A,,Feedback/Coaching Needed,Notes Inacurate,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3005,2025-06-10T12:04:34Z,India,Gradbay,2025-06-09,00:35:46,Inbound,"[""Customer wants to set a PTP""]","[""April"",""June"",""May""]",Yes,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Missed information in the account history that would have helped to understand the situation""]",Pass,,Pass,,Feedback/Coaching Needed,"[""S - Signposting""]",N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,Feedback/Coaching Needed,Read the wrong mandatory information,Fail - Regulatory/Customer Impacting,"[""General - Next steps not confirmed""]",N/A,,Feedback/Coaching Needed,"[""Incorrect system actions completed""]",N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3006,2025-06-10T12:06:13Z,India,Gradbay,2025-06-07,01:35:51,Inbound,"[""Customer wants to set a PTP""]","[""April"",""May""]",No,Pass,,Pass,,Pass,,Pass,,Feedback/Coaching Needed,Short Term not established,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Fail - Regulatory/Customer Impacting,Incomplete info advised,Fail - Regulatory/Customer Impacting,"[""General - Next steps not confirmed""]",N/A,,Pass,,N/A,,Feedback/Coaching Needed,Notes Inacurate,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3007,2025-06-10T12:28:27Z,India,Over 3 (BAU),2025-06-03,27:53,Calibration,"[""Customer wants to set a PTP""]","[""April"",""November""]",No,Pass,,Pass,,Feedback/Coaching Needed,"[""The root cause not fully established""]",Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3008,2025-06-10T12:32:09Z,India,Gradbay,2025-06-10,00:47:52,Inbound,"[""Customer wants a bill explanation/breakdown (why is my bill so high?)"",""Customer wants to set a PTP""]","[""September""]",No,Pass,,Pass,,Feedback/Coaching Needed,"[""Short Term not established""]",Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3009,2025-06-10T12:56:47Z,India,I&E Accreditation,2025-06-06, 21:14,Inbound,"[""Customer wants to set a PTP""]","[""September"",""October"",""November"",""August""]",Yes,Pass,,Pass,,Feedback/Coaching Needed,"[""The root cause not fully established""]",Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - whether this is short term""]",Feedback/Coaching Needed,Potential impact was not established,Pass,,Pass,,N/A,,N/A,,Pass,,Pass,,Feedback/Coaching Needed,"[""Solution offered did not include understanding of the customers history from system"",""Solution offered did not include understanding of the customers needs from conversation""]",Pass,,Pass,,N/A,,Pass,,N/A,,Feedback/Coaching Needed,Notes Inacurate,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3010,2025-06-10T13:06:25Z,India,Gradbay,2025-06-10,00:47:42/00:29:34,Inbound,"[""Customer wants to set a PTP""]","[""February"",""March"",""April"",""May""]",Yes,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,N/A,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
3011,2025-06-10T13:17:39Z,India,Gradbay,2025-06-09, 28:51,Inbound,"[""Customer wants to set a PTP""]","[""June""]",No,Pass,,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,Potential impact was not established,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""General - Next steps not confirmed""]",N/A,,Pass,,N/A,,Feedback/Coaching Needed,Notes Inacurate,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
3012,2025-06-10T13:35:04Z,India,Gradbay,2025-06-10,00:45:29,Inbound,"[""Customer wants to set a PTP""]","[""December""]",Yes,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,Pass,,Feedback/Coaching Needed,"[""General - Next steps not confirmed""]",N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3013,2025-06-10T13:53:50Z,India,Gradbay,2025-06-10,00:25:28,Inbound,"[""Customer is calling to make a payment""]","[""N/A""]",No,Pass,,Pass,,N/A,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Feedback/Coaching Needed,Mandatory info not read,Feedback/Coaching Needed,"[""General - Next steps not confirmed""]",N/A,,Pass,,Fail - Regulatory/Customer Impacting,"[""Did not confirm address of card holder""]",Feedback/Coaching Needed,Notes Incomplete,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3014,2025-06-10T13:54:30Z,India,Gradbay,2025-06-05,01:04:56,Inbound,"[""Customer wants a PA (up to 6 months instalments)""]","[""February"",""March"",""April"",""May""]",No,Pass,,Pass,,Pass,,Pass,,Feedback/Coaching Needed,Short Term not established,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Feedback/Coaching Needed,"[""General - Next steps not confirmed""]",N/A,,Pass,,Pass,,Pass,,Pass,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3015,2025-06-10T14:11:44Z,India,Gradbay,2025-06-09, 43:46,Inbound,"[""Customer wants to set a PTP""]","[""June""]",No,Pass,,Pass,,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Vulnerability not identified""]",N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Feedback/Coaching Needed,Mandatory info not read,Feedback/Coaching Needed,"[""Incorrect information provided""]",N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
3016,2025-06-10T15:00:54Z,UK,Over 3 (BAU),2025-06-01,00:35:55,Inbound,"[""Customer wants a PA (up to 6 months instalments)""]","[""June"",""July"",""December""]",No,Pass,,Pass,,Feedback/Coaching Needed,"[""Missed information in the account history that would have helped to understand the situation""]",Pass,,Feedback/Coaching Needed,"[""Potential impact was not established""]",N/A,,Pass,,N/A,,N/A,,N/A,,N/A,,Feedback/Coaching Needed,"[""Process not followed""]",Feedback/Coaching Needed,"[""Incomplete info advised"",""Read the wrong mandatory information""]",Feedback/Coaching Needed,"[""Incorrect information provided""]",N/A,,Pass,,N/A,,Feedback/Coaching Needed,"[""Notes Inacurate""]",N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,Yes
3017,2025-06-10T15:19:28Z,India,Gradbay,2025-06-09,00:47:35,Inbound,"[""Customer wants a PA (up to 6 months instalments)""]","[""June"",""May""]",No,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - Source/Frequency of income""]",Feedback/Coaching Needed,Short Term not established,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Feedback/Coaching Needed,Notes Inacurate,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3018,2025-06-10T15:20:11Z,India,Gradbay,2025-06-10,00:29:04,Inbound,"[""Customer wants to set a PTP""]","[""December"",""February"",""April"",""May""]",No,Pass,,Pass,,Feedback/Coaching Needed,"[""Missed information in the account history that would have helped to understand the situation"",""The root cause not fully established""]",Feedback/Coaching Needed,"[""Advisor failed to attempt to obtain - whether this is short term""]",Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3019,2025-06-10T15:22:33Z,India,Gradbay,2025-06-10,00:38:37,Inbound,"[""Customer wants to set a PTP""]","[""February"",""April"",""May"",""June""]",Yes,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,Pass,,Feedback/Coaching Needed,"[""Required system amends not made""]",Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Incorrect information provided""]",N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3020,2025-06-10T15:35:25Z,India,Gradbay,2025-06-09,35:39,Inbound,"[""Customer is calling to make a payment""]","[""February"",""May""]",No,Pass,,Pass,,Feedback/Coaching Needed,"[""Missed information in the account history that would have helped to understand the situation"",""The root cause not fully established""]",Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Fail - Regulatory/Customer Impacting,Mandatory info not read,Feedback/Coaching Needed,"[""General - Next steps not confirmed""]",N/A,,Pass,,Pass,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3021,2025-06-10T15:36:38Z,India,Gradbay,2025-06-08,00:49:04,Inbound,"[""Customer wants to set a PTP""]","[""April"",""May""]",No,Pass,,Feedback/Coaching Needed,"[""System not updated""]",Pass,,Pass,,Feedback/Coaching Needed,Potential impact was not established,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3022,2025-06-10T16:12:55Z,India,Gradbay,2025-06-07,39:00:27,Inbound,"[""Customer wants to set a PTP""]","[""May""]",Yes,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Feedback/Coaching Needed,"[""System action not completed in full""]",N/A,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,Yes
3023,2025-06-10T16:20:11Z,India,Gradbay,2025-06-07,36:00:28,Inbound,"[""Customer wants to set a PTP""]","[""January"",""February"",""March"",""April""]",No,Pass,,Pass,,Feedback/Coaching Needed,"[""No discussion about continuous impact""]",Pass,,Feedback/Coaching Needed,Long Term not established,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Feedback/Coaching Needed,"[""DD options""]",N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3024,2025-06-10T16:28:00Z,UK,Gradbay,2025-06-04,01:02:06,Inbound,"[""Customer wants to set a PTP""]","[""October"",""February"",""July"",""August"",""September"",""March"",""June""]",Yes,Pass,,Pass,,Pass,,Feedback/Coaching Needed,"[""Advisor failed to attempt to obtain - If customer decline a  I&E, did the agent still attempt to understand the customer's financial situation""]",Pass,,Pass,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,Feedback/Coaching Needed,"[""Incomplete info advised""]",Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3025,2025-06-10T16:32:20Z,India,Gradbay,2025-06-10,00:50:29,Inbound,"[""Customer wants a PA (up to 6 months instalments)""]","[""March"",""April"",""May"",""June""]",Yes,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - Source/Frequency of income""]",Pass,,Pass,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,Pass,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3026,2025-06-10T16:37:06Z,India,Gradbay,2025-06-10,00:30:59,Inbound,"[""Customer wants to set a PTP""]","[""March"",""April"",""May""]",No,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Missed information in the account history that would have helped to understand the situation""]",Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Feedback/Coaching Needed,"[""General - Next steps not confirmed""]",N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3027,2025-06-10T16:42:09Z,India,Gradbay,2025-06-09,00:38:58,Inbound,"[""Customer wants to set a PTP""]","[""April"",""May"",""June"",""July""]",Yes,Pass,,Pass,,Pass,,Pass,,Pass,,Feedback/Coaching Needed,"[""Vulnerability not identified""]",N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,Fail - Regulatory/Customer Impacting,"[""OFCOM - Complaint not identified""]",N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
3028,2025-06-10T16:48:22Z,India,Gradbay,2025-06-10,00:56:07,Inbound,"[""Customer wants to set a PTP""]","[""March"",""May""]",No,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - Source/Frequency of income""]",Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3029,2025-06-10T16:52:57Z,India,Gradbay,2025-06-10,00:31:36,Inbound,"[""Customer wants to set a PTP""]","[""March"",""May""]",No,Pass,,Fail - Regulatory/Customer Impacting,"[""System not updated""]",Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Pass,,Pass,,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
3030,2025-06-10T17:15:10Z,India,Gradbay,2025-06-10,00:40:11,Inbound,"[""Customer is calling to make a payment"",""Customer wants to set a PTP""]","[""N/A""]",No,Pass,,Pass,,Pass,,Pass,,Pass,,Pass,,N/A,,N/A,,N/A,,N/A,,N/A,,Feedback/Coaching Needed,"[""Solution offered did not include all suitable instalment options""]",Feedback/Coaching Needed,Read the wrong mandatory information,Pass,,N/A,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
